복돈이 가마솥 순대국 강남본점	한식>순대,순댓국	서울특별시 강남구 테헤란로37길 22	1270405561	375036479
신주옥미 강남점	한식>순대,순댓국	서울특별시 강남구 테헤란로10길 21	1270329328	374978626
청담동순도리 강남역점	한식>순대,순댓국	서울특별시 강남구 역삼로3길 8	1270317328	374940548
정남옥 역삼점	한식>순대,순댓국	서울특별시 강남구 강남대로94길 72	1270331120	375006551
만월	중식>중식당	서울특별시 강남구 언주로81길 19	1270421679	374999378
천용	중식>중식당	서울특별시 강남구 언주로90길 12	1270441299	375023190
봉게짬뽕	중식>중식당	서울특별시 강남구 봉은사로6길 23	1270272641	375035771
카이 강남역점	중식>중식당	서울특별시 강남구 테헤란로8길 21	1270321058	374975353
짬뽕지존 역삼점	음식점>중식당	서울특별시 강남구 테헤란로10길 21	1270327532	374980712
치솟 역삼본점	음식점>일식>일식당	서울특별시 강남구 봉은사로30길 59	1270367344	375037272
양산도 역삼점	음식점>일식>일식당	서울특별시 강남구 논현로85길 70	1270324719	374976577
오사무식당 역삼점	음식점>일식>일식당	서울특별시 강남구 테헤란로 142	1270349335	374996752
우니도 강남점	음식점>일식>일식당	서울특별시 서초구 서초대로78길 28	1270278811	374952925
진지덮밥&돈가스 역삼점	음식점>일식>일식당	서울특별시 강남구 테헤란로25길 39	1270348075	375031225
트라가 역삼점	음식점>스페인음식	서울특별시 강남구 테헤란로25길 46	1270348172	375034960
지아니스나폴리 역삼 본점	음식점>이탈리아음식	서울특별시 강남구 논현로94길 15	1270375362	375026443
고급양식 역삼점	음식점>양식	서울특별시 강남구 역삼로17길 33	1270364747	374970044
비욘더 강남	음식점>양식	서울특별시 강남구 역삼로7길 5	1270330116	374944593
보슬보슬 역삼본점	분식>종합분식	서울특별시 강남구 논현로85길 59	1270332676	374977095
타이거 꼬마김밥 언주역 본점	분식>종합분식	서울특별시 강남구 봉은사로 170	1270327987	375067667
에그키친	분식>김밥	서울특별시 강남구 테헤란로21길 6	1270346049	375006803
옥순식당	음식점>한식	경기도 성남시 분당구 황새울로342번길 11	1271237076	373862047
엉터리숯불구이	한식>육류,고기요리	경기도 성남시 분당구 분당로53번길 15	1271219535	373843692
고미고미	한식>백반,가정식	경기도 성남시 분당구 중앙공원로31번길 42	1271252028	373834255
보정골	한식>백반,가정식	경기도 성남시 분당구 대왕판교로606번길 41	1271119451	373964764
집밥맛있다	한식>백반,가정식	경기도 성남시 분당구 대왕판교로 660	1271063722	374010087
판교집 본점	한식>육류,고기요리	경기도 성남시 분당구 판교역로 178	1271100770	373964406
우몽 판교본점	한식>소고기구이	경기도 성남시 분당구 판교역로192번길 12	1271108872	373973925
신주옥미 판교점	한식>순대,순댓국	경기도 성남시 분당구 대왕판교로606번길 31	1271107125	373964783
광화문국밥 판교점	한식>국밥	경기도 성남시 분당구 판교역로 152	1271104431	373941060
정백선순대 판교역점	한식>순대,순댓국	경기도 성남시 분당구 대왕판교로606번길 58	1271134653	373949716
신승반점 현대백화점 판교점	중식>중식당	경기도 성남시 분당구 판교역로146번길 20	1271116898	373933839
제이스팟	중식>중식당	경기도 성남시 분당구 판교역로 152	1271103247	373943208
페이딤 판교점	중식>중식당	경기도 성남시 분당구 판교역로 152	1271102892	373942126
덕후선생 아브뉴프랑 판교점	중식>중식당	경기도 성남시 분당구 동판교로177번길 25	1271133647	373971151
유방녕 현대백화점 판교점	중식>중식당	경기도 성남시 분당구 판교역로146번길 20	1271123981	373930333
오복수산 판교점	음식점>일식>일식당	경기도 성남시 분당구 분당내곡로 131	1271121495	373954525
오마카세 스시이찌 판교점	음식점>일식>일식당	경기도 성남시 분당구 판교역로192번길 22	1271120303	373980298
스시코호시	음식점>일식>일식당	경기도 성남시 분당구 판교역로 230	1271101549	374011574
아나바 스시 엔 누들	음식점>일식>초밥,롤	경기도 성남시 분당구 대왕판교로606번길 58	1271137884	373951792
스시혼 아브뉴프랑 판교본점	음식점>일식>초밥,롤	경기도 성남시 분당구 동판교로177번길 25	1271133207	373971259
정돈 현대백화점 판교점	음식점>일식>돈가스	경기도 성남시 분당구 판교역로146번길 20	1271120072	373922788
카츠쇼쿠도우 판교본점	음식점>일식>돈가스	경기도 성남시 분당구 판교역로 152	1271103442	373942512
카츠쇼신 판교아브뉴프랑점	음식점>일식>돈가스	경기도 성남시 분당구 동판교로177번길 25	1271137267	373977442
이치규 아브뉴프랑 판교점	음식점>일식>일식당	경기도 성남시 분당구 동판교로177번길 25	1271136009	373973650
낙원테산도 현대백화점 판교점	음식점>일식>일식당	경기도 성남시 분당구 판교역로146번길 20	1271123981	373931075
핑거크로스	음식점>양식	경기도 성남시 분당구 동판교로177번길 25	1271135605	373974220
까사논나	음식점>양식	경기도 성남시 분당구 대왕판교로 660	1271068530	374004763
이탈리 판교점	음식점>이탈리아음식	경기도 성남시 분당구 판교역로146번길 20	1271124522	373931856
살레르노 판교점	음식점>이탈리아음식	경기도 성남시 분당구 판교역로 145	1271088954	373943220
라디오베이 판교점	음식점>양식	경기도 성남시 분당구 판교역로192번길 12	1271108532	373975763
영심이떡볶이&김밥 판교2호점	분식>종합분식	경기도 성남시 분당구 대왕판교로606번길 45	1271118413	373970466
삼형제김밥 판교역점	음식점>분식	경기도 성남시 분당구 대왕판교로606번길 58	1271134720	373952349
레드175 판교점	음식점>분식	경기도 성남시 분당구 판교역로 136	1271105237	373921015
스쿨푸드 판교점	음식점>분식	경기도 성남시 분당구 동판교로52번길 17-8	1271151620	373862718
백현김밥	분식>김밥	경기도 성남시 분당구 동판교로 55	1271146681	373882472
국수의진수	한식>칼국수,만두	경기도 성남시 분당구 대왕판교로 660	1271068530	374004763
아름멸치국수	한식>국수	경기도 성남시 분당구 판교로 444	1271230652	374050591
명동칼국수샤브샤브 판교테크노벨리점	한식>칼국수,만두	경기도 성남시 분당구 판교역로 231	1271086759	374012888
정희 판교아브뉴프랑점	음식점>한식	경기도 성남시 분당구 동판교로177번길 25	1271135578	373977288
강남교자 분당서현점	한식>칼국수,만두	경기도 성남시 분당구 서현로210번길 10	1271248263	373864019
마마문스 판교본점	음식점>베트남음식	경기도 성남시 분당구 판교역로 145	1271090189	373935168
헤이준쌀국수 판교알파돔점	음식점>베트남음식	경기도 성남시 분당구 판교역로 152	1271103138	373942381
르메콩	음식점>베트남음식	경기도 성남시 분당구 대왕판교로 670	1271066516	374020287
반포식스 판교역점	음식점>베트남음식	경기도 성남시 분당구 판교역로192번길 12	1271107446	373974910
까몬 판교아브뉴프랑점	음식점>베트남음식	경기도 성남시 분당구 동판교로177번길 25	1271137699	373978886
훅트포케 판교점	도시락,컵밥>다이어트,샐러드	경기도 성남시 분당구 판교역로 145	1271089747	373943210
올라포케 판교점	도시락,컵밥>다이어트,샐러드	경기도 성남시 분당구 대왕판교로 660	1271073634	374010644
Poke all day 포케&샐러드 판교점	도시락,컵밥>다이어트,샐러드	경기도 성남시 분당구 분당내곡로 131	1271121136	373954648
올레샐러드	도시락,컵밥>다이어트,샐러드	경기도 성남시 분당구 대왕판교로 660	1271068530	374004763
샐러드카페 파라	도시락,컵밥>다이어트,샐러드	경기도 성남시 분당구 판교역로192번길 16	1271114460	373977446
돈대리 돈까스백반	음식점>한식	서울특별시 영등포구 여의나루로 67	1269265557	375235376
진성	음식점>한식	서울특별시 영등포구 여의대로 66	1269236889	375247289
원조감자탕일미집 여의도점	음식점>한식	서울특별시 영등포구 국제금융로8길 25	1269284866	375203231
고슬담 브라이튼	음식점>한식	서울특별시 영등포구 국제금융로 39	1269301698	375243592
은민홍	한식>생선회	서울특별시 영등포구 국제금융로6길 17	1269281613	375218394
화목순대국	한식>순대,순댓국	서울특별시 영등포구 여의대방로 383	1269316586	375194005
농민백암순대 여의도점	한식>순대,순댓국	서울특별시 영등포구 국회대로 780	1269194786	375298542
한첩 순대국밥 서여의도점	한식>순대,순댓국	서울특별시 영등포구 의사당대로 38	1269196374	375257411
청담동순도리 여의도점	한식>순대,순댓국	서울특별시 영등포구 의사당대로 96	1269228725	375215212
본가성심집	한식>국밥	서울특별시 영등포구 63로 45	1269384542	375205494
팔당반점 동여의도점	중식>중식당	서울특별시 영등포구 의사당대로 127	1269260865	375203482
양자강	중식>중식당	서울특별시 영등포구 63로 36	1269385280	375196148
카이 여의도점	중식>중식당	서울특별시 영등포구 의사당대로1길 25	1269297089	375198912
팔당반점 여의도BNK직영점	중식>중식당	서울특별시 영등포구 국제금융로2길 24	1269248449	375243159
왕산	중식>중식당	서울특별시 영등포구 여의나루로 117	1269310847	375262452
일품 여의도점	음식점>일식>일식당	서울특별시 영등포구 은행로 25	1269215453	375287196
오복수산 씨티플라자 여의도점	음식점>일식>일식당	서울특별시 영등포구 국제금융로2길 17	1269260425	375240636
동해도 일식	음식점>일식>일식당	서울특별시 영등포구 은행로 25	1269214013	375287001
호시히카리 여의도점	음식점>일식>일식당	서울특별시 영등포구 국제금융로2길 32	1269241380	375238818
신희초밥	음식점>일식>초밥,롤	서울특별시 영등포구 국제금융로2길 37	1269243100	375229862
정돈프리미엄 더현대 서울점	음식점>일식>돈가스	서울특별시 영등포구 여의대로 108	1269280067	375258393
모모돈까스	음식점>일식>돈가스	서울특별시 영등포구 국제금융로 78	1269311682	375208295
카츠아지 여의도점	음식점>일식>돈가스	서울특별시 영등포구 국제금융로 39	1269302966	375242652
하하코식당 여의도	음식점>일식>일식당	서울특별시 영등포구 63로 36	1269385029	375195203
온미동	음식점>일식>일식당	서울특별시 영등포구 여의나루로 67-8	1269261044	375238397
심퍼티쿠시 여의도점	음식점>양식	서울특별시 영등포구 의사당대로 96	1269228725	375215212
